CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PhoneNumber,Address
26059,MR.,ANDREW,ANDERSON,10/21/1965,M,M,andrew19@adventure-works.com,"$130,000 ",1,Graduate Degree,Management,Y,(555) 114-3756,"3446 Main Street, Chicago, CA 89458"
26060,MR.,KYLE,EDWARDS,11/12/1965,M,M,kyle31@adventure-works.com,"$130,000 ",1,Graduate Degree,Management,Y,(555) 513-5101,"4333 Main Street, New York, CA 72282"
26061,MR.,CONNOR,BUTLER,4/18/1965,S,M,connor9@adventure-works.com,"$170,000 ",0,Graduate Degree,Management,N,(123) 905-3133,"9671 Main Street, New York, NY 28034"
26062,MR.,CHAD,RAJI,09/11/1964,M,M,chad21@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(123) 317-5337,"368 Park Avenue, Chicago, NY 78471"
26063,MR.,WESLEY,LU,7/13/1964,M,M,wesley11@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(555) 357-6921,"4711 Elm Street, New York, CA 54192"
26064,MR.,LOGAN,SCOTT,6/20/1964,M,M,logan40@adventure-works.com,"$100,000 ",5,Partial College,Professional,Y,(789) 188-6090,"4481 Main Street, Los Angeles, IL 22129"
26065,MRS.,CHLOE,POWELL,2/20/1964,S,F,chloe75@adventure-works.com,"$110,000 ",3,Bachelors,Management,N,(555) 359-7853,"4849 Elm Street, Chicago, NY 50169"
26066,MRS.,ELIZABETH,MARTINEZ,7/27/1956,M,F,elizabeth21@adventure-works.com,"$70,000 ",3,Partial College,Professional,N,(789) 378-7742,"1301 Elm Street, New York, CA 74896"
26067,MRS.,ERIN,MORGAN,1/23/1956,M,F,erin17@adventure-works.com,"$70,000 ",3,Partial College,Professional,N,(555) 903-8961,"9326 Elm Street, Los Angeles, IL 62796"
26068,MR.,DYLAN,PATTERSON,12/16/1956,M,M,dylan9@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(555) 627-5495,"6310 Park Avenue, Chicago, IL 64430"
26069,MRS.,JESSICA,FOSTER,9/19/1956,M,F,jessica40@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(789) 306-4432,"2739 Park Avenue, Los Angeles, CA 20591"
26070,MR.,ELIJAH,PATTERSON,07/03/1956,S,M,elijah14@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,(555) 203-7675,"92 Main Street, New York, CA 18379"
26071,MRS.,BRITTANY,HENDERSON,07/08/1955,S,F,brittany4@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,N,(123) 216-5701,"3978 Elm Street, Los Angeles, NY 35384"
26072,MRS.,KELLI,ZHANG,07/05/1955,S,F,kelli0@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y,(123) 909-5911,"2860 Elm Street, Los Angeles, CA 15663"
26073,MRS.,JULIA,ADAMS,04/11/1934,S,F,julia12@adventure-works.com,"$50,000 ",2,Graduate Degree,Management,N,(789) 101-3691,"5331 Main Street, New York, IL 90315"
26074,MR.,ISAAC,REED,10/16/1963,M,M,isaac20@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(789) 758-1268,"1470 Main Street, Los Angeles, IL 23334"
26075,MS.,JESSICA,WALKER,4/27/1963,S,F,jessica71@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y,(789) 691-9933,"4300 Elm Street, Chicago, IL 42325"
26076,MRS.,KELLY,ROSS,11/13/1962,M,F,kelly8@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,(555) 326-6993,"9686 Elm Street, Chicago, CA 12506"
26077,MR.,ISAAC,COLLINS,11/23/1962,M,M,isaac25@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,(123) 828-4263,"7437 Elm Street, Chicago, IL 98133"
26078,MR.,ALBERTO,DOMINGUEZ,05/11/1962,M,M,alberto13@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(555) 864-8775,"9569 Main Street, Chicago, NY 25715"
26079,MR.,RYAN,ROBINSON,9/13/1962,M,M,ryan54@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(789) 315-7514,"6957 Park Avenue, New York, NY 45459"
26080,MRS.,SYDNEY,ROBERTS,11/23/1962,M,F,sydney47@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y,(789) 919-1289,"7177 Park Avenue, Chicago, IL 20275"
26081,MR.,EDWARD,GREEN,8/23/1962,S,M,edward7@adventure-works.com,"$100,000 ",1,Partial College,Professional,N,(555) 358-8551,"6729 Park Avenue, Los Angeles, NY 70914"
26082,MR.,CHRISTIAN,JOHNSON,07/05/1962,S,M,christian31@adventure-works.com,"$130,000 ",1,Bachelors,Management,N,(789) 406-2818,"5278 Elm Street, Chicago, NY 44348"
26083,MRS.,ALYSSA,SMITH,02/05/1962,S,F,alyssa0@adventure-works.com,"$150,000 ",1,Partial College,Professional,N,(123) 278-5841,"1921 Elm Street, Los Angeles, NY 13582"
26084,MR.,LUKE,JENKINS,4/26/1962,M,M,luke25@adventure-works.com,"$160,000 ",1,Bachelors,Management,N,(555) 620-6614,"1666 Elm Street, Chicago, CA 86596"
26085,MR.,IAN,POWELL,7/26/1961,M,M,ian49@adventure-works.com,"$70,000 ",5,Partial College,Professional,Y,(789) 331-2241,"7398 Park Avenue, New York, CA 56650"
26086,MR.,SEAN,COX,7/20/1961,M,M,sean18@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y,(555) 753-2309,"9157 Main Street, Los Angeles, IL 17390"
26087,MRS.,ASHLEY,PRICE,7/27/1961,M,F,ashley26@adventure-works.com,"$90,000 ",4,High School,Professional,Y,(555) 757-4465,"1916 Main Street, New York, NY 52651"
26088,MR.,ETHAN,PERRY,9/16/1961,M,M,ethan4@adventure-works.com,"$90,000 ",4,High School,Professional,Y,(789) 410-4093,"6179 Elm Street, Los Angeles, IL 39656"
26089,MR.,TERRY,RAI,08/11/1961,S,M,terry20@adventure-works.com,"$110,000 ",1,Bachelors,Management,N,(789) 247-1193,"3640 Main Street, Chicago, CA 23367"
26090,MR.,MATHEW,MORENO,10/23/1961,S,M,mathew2@adventure-works.com,"$110,000 ",1,Bachelors,Management,Y,(555) 206-7940,"8089 Park Avenue, Chicago, CA 20721"
26091,MRS.,CHLOE,BENNETT,8/21/1961,M,F,chloe67@adventure-works.com,"$160,000 ",1,Bachelors,Management,N,(789) 428-5790,"8885 Elm Street, Chicago, NY 84608"
26092,MR.,DEVIN,MORGAN,05/04/1955,S,M,devin80@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y,(789) 514-1440,"2107 Park Avenue, Los Angeles, IL 55906"
26093,MRS.,NICOLE,WASHINGTON,08/10/1955,S,F,nicole62@adventure-works.com,"$60,000 ",2,High School,Professional,N,(555) 910-2158,"1209 Park Avenue, Chicago, CA 24151"
26094,MRS.,SARAH,BUTLER,06/11/1955,M,F,sarah39@adventure-works.com,"$60,000 ",2,High School,Professional,N,(555) 487-9333,"6154 Main Street, Los Angeles, NY 12058"
26095,MRS.,TRINITY,KELLY,7/15/1955,M,F,trinity2@adventure-works.com,"$70,000 ",4,High School,Professional,Y,(123) 817-9151,"7139 Elm Street, New York, IL 18892"
26096,MR.,KEVIN,WRIGHT,1/25/1955,M,M,kevin55@adventure-works.com,"$90,000 ",2,High School,Professional,Y,(789) 336-1962,"2353 Park Avenue, Chicago, CA 65216"
26097,MR.,ROBERT,FLORES,06/11/1935,S,M,robert25@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,N,(555) 637-7008,"6089 Main Street, Chicago, CA 98581"
26098,MR.,DANIEL,LEE,09/09/1935,S,M,daniel13@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,N,(555) 399-7353,"4778 Elm Street, Los Angeles, IL 59041"
26099,MRS.,CHRISTINA,BELL,01/09/1936,M,F,christina12@adventure-works.com,"$40,000 ",3,Partial College,Professional,N,(123) 782-8476,"4114 Park Avenue, Los Angeles, NY 60855"
26100,MRS.,JAMES,PTASZYNSKI,04/02/1936,S,F,james49@adventure-works.com,"$40,000 ",3,Partial College,Professional,Y,(123) 850-9597,"1932 Elm Street, Chicago, NY 83538"
26101,MR.,PHILLIP,SMITH,1/13/1936,M,M,phillip9@adventure-works.com,"$50,000 ",2,Graduate Degree,Management,Y,(555) 868-4461,"6230 Elm Street, New York, NY 69692"
26102,MRS.,ANA,WOOD,6/22/1960,S,F,ana2@adventure-works.com,"$90,000 ",4,High School,Professional,N,(555) 561-1863,"6346 Elm Street, New York, CA 80500"
26103,MR.,JACK,YANG,3/26/1960,M,M,jack28@adventure-works.com,"$90,000 ",4,High School,Professional,Y,(123) 202-3778,"7059 Elm Street, Chicago, IL 49504"
26104,MR.,TIMOTHY,EDWARDS,2/14/1960,M,M,timothy26@adventure-works.com,"$100,000 ",0,Partial College,Professional,N,(789) 407-5504,"9286 Elm Street, Chicago, CA 33636"
26105,MRS.,MORGAN,GONZALES,11/10/1960,M,F,morgan86@adventure-works.com,"$110,000 ",3,Partial College,Professional,N,(555) 104-6000,"356 Park Avenue, Chicago, NY 94469"
26106,MR.,CONNOR,KING,03/12/1960,S,M,connor47@adventure-works.com,"$120,000 ",5,High School,Professional,Y,(123) 462-2686,"7213 Park Avenue, New York, IL 59882"
26107,MRS.,ALEXIS,THOMAS,04/12/1960,M,F,alexis10@adventure-works.com,"$130,000 ",4,Bachelors,Management,Y,(123) 650-7307,"4313 Elm Street, New York, NY 43448"
26108,MR.,DYLAN,THOMPSON,05/05/1960,S,M,dylan45@adventure-works.com,"$170,000 ",1,Graduate Degree,Management,N,(789) 749-8819,"1292 Elm Street, Los Angeles, CA 81102"
26109,MR.,DALTON,RODRIGUEZ,09/03/1954,M,M,dalton19@adventure-works.com,"$70,000 ",3,Partial High School,Skilled Manual,Y,(555) 332-9943,"8673 Main Street, Los Angeles, NY 56907"
26110,MR.,JAMES,ALEXANDER,11/05/1954,M,M,james34@adventure-works.com,"$70,000 ",3,High School,Professional,Y,(555) 207-6359,"9500 Main Street, Chicago, IL 19635"
26111,MRS.,SARAH,COLEMAN,07/10/1954,M,F,sarah31@adventure-works.com,"$70,000 ",3,High School,Professional,Y,(789) 549-5680,"8758 Main Street, Los Angeles, IL 53667"
26112,MR.,LUKE,PERRY,08/10/1953,M,M,luke26@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(555) 993-6504,"2266 Park Avenue, New York, IL 25325"
26113,MRS.,CAITLIN,RIVERA,3/13/1953,S,F,caitlin14@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(789) 963-9884,"869 Main Street, Chicago, IL 17988"
26114,MR.,ISAAC,PETERSON,2/17/1953,S,M,isaac4@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,Y,(789) 520-7622,"1256 Park Avenue, Chicago, CA 63956"
26115,MRS.,SAVANNAH,MITCHELL,10/24/1953,S,F,savannah33@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,N,(789) 993-2487,"9799 Elm Street, Chicago, NY 70338"
26116,MRS.,ASHLEY,MARTIN,07/05/1953,S,F,ashley15@adventure-works.com,"$70,000 ",3,Graduate Degree,Management,N,(555) 306-3380,"2466 Park Avenue, Chicago, IL 90449"
26117,MR.,SAMUEL,WRIGHT,10/08/1952,M,M,samuel50@adventure-works.com,"$40,000 ",3,Partial College,Professional,Y,(789) 545-6673,"6580 Main Street, New York, NY 63746"
26118,MRS.,ASHLEY,BUTLER,8/25/1952,M,F,ashley41@adventure-works.com,"$40,000 ",3,Partial College,Professional,Y,(789) 256-7174,"6849 Main Street, Los Angeles, IL 32784"
26119,MRS.,DANIELLE,GRAY,11/18/1951,M,F,danielle8@adventure-works.com,"$40,000 ",3,Partial College,Professional,Y,(789) 932-5368,"1391 Elm Street, New York, NY 34020"
26120,MR.,MIGUEL,LEWIS,4/21/1951,S,M,miguel21@adventure-works.com,"$40,000 ",3,Partial College,Professional,N,(555) 445-5011,"2432 Main Street, New York, IL 53640"
26121,MRS.,MADELINE,NELSON,7/17/1951,M,F,madeline9@adventure-works.com,"$40,000 ",3,Partial College,Professional,N,(123) 261-6346,"5824 Main Street, New York, NY 83254"
26122,MRS.,LAUREN,GONZALES,04/07/1951,S,F,lauren63@adventure-works.com,"$40,000 ",4,Partial College,Professional,Y,(555) 149-7831,"8703 Elm Street, New York, CA 76781"
26123,MRS.,ISABELLA,SCOTT,11/07/1951,S,F,isabella44@adventure-works.com,"$40,000 ",4,Partial College,Professional,Y,(123) 518-2122,"8140 Elm Street, Chicago, IL 96723"
26124,MRS.,RILEY,JAMES,03/12/1950,M,F,riley27@adventure-works.com,"$40,000 ",4,Partial College,Professional,Y,(123) 473-9064,"7387 Main Street, Los Angeles, IL 21057"
26125,MRS.,SARA,ROBERTS,11/14/1950,S,F,sara30@adventure-works.com,"$40,000 ",4,Partial College,Professional,Y,(789) 117-7477,"802 Elm Street, Los Angeles, CA 66553"
26126,MRS.,ALEXANDRA,BELL,10/26/1949,M,F,alexandra7@adventure-works.com,"$30,000 ",4,High School,Professional,Y,(555) 563-1600,"7077 Main Street, Chicago, NY 68658"
26127,MR.,TERRY,CHANDER,04/02/1949,M,M,terry18@adventure-works.com,"$30,000 ",4,High School,Professional,Y,(789) 322-9500,"5601 Main Street, Chicago, CA 94005"
26128,MR.,SAMUEL,PHILLIPS,5/27/1949,S,M,samuel36@adventure-works.com,"$30,000 ",4,High School,Professional,Y,(789) 967-9948,"54 Elm Street, Chicago, IL 62598"
26129,MRS.,JODI,ANAND,04/04/1964,M,F,jodi22@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y,(789) 857-1058,"2208 Main Street, New York, IL 46157"
26130,MR.,RONNIE,LIU,11/13/1964,M,M,ronnie3@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y,(123) 910-4939,"3035 Park Avenue, Chicago, CA 75665"
26131,MR.,LAWRENCE,SUAREZ,10/26/1963,M,M,lawrence18@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y,(123) 470-1432,"2444 Park Avenue, Los Angeles, IL 43646"
26132,MS.,SHELBY,WARD,12/14/1963,S,F,shelby13@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,(789) 209-7099,"9693 Main Street, New York, IL 31301"
26133,MR.,JESSE,HALL,07/11/1963,S,M,jesse46@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,(123) 500-6158,"2078 Elm Street, Los Angeles, NY 93067"
26134,MRS.,BRIDGET,GOEL,05/05/1967,M,F,bridget21@adventure-works.com,"$90,000 ",3,Bachelors,Professional,Y,(789) 816-8283,"7912 Elm Street, Chicago, NY 46342"
26135,MRS.,ERICA,SUN,2/21/1967,M,F,erica13@adventure-works.com,"$90,000 ",3,Bachelors,Professional,Y,(789) 406-5725,"7339 Park Avenue, Los Angeles, IL 90049"
26136,MRS.,TABITHA,GONZALEZ,6/27/1967,M,F,tabitha15@adventure-works.com,"$90,000 ",3,Bachelors,Professional,Y,(123) 900-3472,"84 Main Street, Los Angeles, NY 66191"
26137,MR.,JOSHUA,CLARK,04/08/1967,M,M,joshua21@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y,(123) 385-7446,"895 Elm Street, Chicago, NY 87086"
26138,MRS.,LATOYA,CHANDER,03/09/1962,M,F,latoya14@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,(789) 949-7743,"8629 Park Avenue, New York, IL 10874"
26139,MR.,DEREK,NARA,7/21/1961,S,M,derek15@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,(789) 259-9696,"1348 Main Street, New York, NY 84283"
26140,MS.,EMILY,LONG,12/28/1966,S,F,emily34@adventure-works.com,"$100,000 ",0,Graduate Degree,Management,N,(123) 203-1881,"123 Main Street, Chicago, NY 20276"
26141,MR.,JORGE,ZHU,9/27/1966,S,M,jorge16@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y,(555) 459-5913,"6267 Elm Street, New York, NY 96867"
26142,MR.,MICHEAL,DOMINGUEZ,12/26/1960,M,M,micheal8@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,(789) 538-2746,"6881 Main Street, New York, CA 12792"
26143,MRS.,MICHELE,MEHTA,08/09/1959,M,F,michele27@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y,(555) 271-5815,"6477 Main Street, Chicago, NY 83734"
26144,MRS.,CASSIDY,RUSSELL,02/08/1933,S,F,cassidy21@adventure-works.com,"$40,000 ",2,Bachelors,Professional,Y,(789) 330-6488,"157 Elm Street, Chicago, IL 54237"
26145,MR.,CALVIN,SHEN,10/13/1965,M,M,calvin2@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,(789) 627-7511,"5386 Elm Street, Chicago, IL 81455"
26146,MRS.,LAURA,WANG,03/11/1965,M,F,laura8@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,(555) 722-7889,"8107 Elm Street, Chicago, IL 72961"
26147,MR.,IVAN,SUBRAM,02/01/1965,M,M,ivan9@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,(789) 634-8445,"5232 Park Avenue, New York, CA 56008"
26148,MR.,MICHAEL,THOMPSON,3/27/1965,M,M,michael47@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y,(789) 580-5252,"4890 Main Street, Los Angeles, NY 60996"
26149,MS.,CASEY,CHANDE,3/14/1964,S,F,casey16@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,(789) 705-5375,"1626 Park Avenue, Los Angeles, CA 45951"
26150,MS.,NANCY,RANA,10/27/1964,S,F,nancy14@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,(555) 119-3051,"8808 Main Street, New York, IL 80823"
26151,MR.,AUSTIN,LEE,02/05/1959,M,M,austin37@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y,(555) 348-4977,"6262 Elm Street, Los Angeles, CA 64972"
26152,MS.,JAIME,GILL,8/13/1963,S,F,jaime15@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,(789) 319-5792,"316 Park Avenue, Chicago, CA 57193"
26153,MRS.,REBECCA,COLLINS,05/10/1962,M,F,rebecca5@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,(555) 753-6296,"4579 Elm Street, Chicago, IL 59146"
26154,MR.,CORY,MADAN,10/28/1962,M,M,cory6@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y,(555) 449-7119,"289 Elm Street, Chicago, NY 15112"
26155,MR.,CHAD,XIE,9/22/1962,M,M,chad4@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y,(555) 482-3169,"8159 Park Avenue, Los Angeles, NY 78612"
26156,MRS.,SHANNON,CAI,04/06/1962,M,F,shannon20@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,(789) 516-9176,"3175 Park Avenue, Los Angeles, NY 63170"
26157,MR.,BRAD,XU,02/11/1961,M,M,brad5@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,(789) 373-5182,"6521 Park Avenue, Chicago, IL 25822"
26158,MRS.,LISA,WU,8/15/1957,M,F,lisa10@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,(123) 401-1258,"4210 Main Street, Chicago, NY 76090"
26159,MRS.,VIRGINIA,RAMAN,07/10/1957,S,F,virginia14@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,(789) 467-7740,"9193 Park Avenue, New York, NY 88226"
26160,MR.,LEONARD,LAL,8/26/1957,M,M,leonard10@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,(555) 553-9203,"7174 Elm Street, Chicago, NY 66440"
26161,MR.,WAYNE,RAJI,10/19/1960,M,M,wayne23@adventure-works.com,"$60,000 ",3,Partial College,Skilled Manual,Y,(789) 799-3621,"2266 Main Street, New York, IL 93116"
26163,MRS.,AUTUMN,CAI,5/18/1960,M,F,autumn20@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y,(555) 767-6321,"9159 Elm Street, Los Angeles, NY 39630"
26164,MRS.,KRISTA,VAZQUEZ,12/12/1960,M,F,krista14@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,N,(555) 908-3602,"6659 Park Avenue, Los Angeles, NY 65231"
26165,MRS.,ALEXANDRA,FLORES,2/26/1957,M,F,alexandra35@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y,(789) 377-1223,"1607 Main Street, Chicago, CA 51245"
26166,MR.,BRETT,VAN,03/07/1956,M,M,brett3@adventure-works.com,"$80,000 ",1,Partial College,Skilled Manual,N,(123) 600-5680,"5343 Elm Street, Los Angeles, IL 29555"
26167,MRS.,JACLYN,ZHAO,5/21/1953,S,F,jaclyn11@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,(789) 964-1318,"2616 Park Avenue, Los Angeles, CA 37883"
26168,MR.,IAN,CAMPBELL,8/26/1976,S,M,ian37@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,(555) 216-5966,"6458 Main Street, Chicago, NY 82324"
26169,MS.,ALEXANDRA,WHITE,03/02/1976,M,F,alexandra76@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,(789) 393-9272,"4100 Main Street, Chicago, NY 23192"
26170,MR.,JEREMIAH,JENKINS,05/04/1976,S,M,jeremiah29@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,(789) 845-7899,"5309 Park Avenue, Los Angeles, NY 12490"
26171,MR.,RANDALL,RUIZ,09/03/1975,M,M,randall3@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(555) 704-9330,"4243 Elm Street, Los Angeles, CA 18703"
26172,MS.,MADELINE,HERNANDEZ,8/18/1975,S,F,madeline16@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,(123) 565-6605,"2484 Park Avenue, New York, NY 36579"
26173,MS.,ARIANA,RIVERA,10/02/1976,M,F,ariana15@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(555) 641-7776,"8717 Park Avenue, New York, CA 43751"
26174,MR.,ISAAC,ADAMS,6/26/1980,S,M,isaac36@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,(555) 838-8477,"1086 Elm Street, Los Angeles, IL 23657"
26175,MR.,JOSE,HUGHES,8/17/1980,M,M,jose34@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,(789) 478-2748,"7485 Elm Street, Los Angeles, CA 13030"
26176,MR.,JASON,HAYES,8/16/1980,S,M,jason20@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y,(123) 941-1049,"9840 Elm Street, New York, IL 38949"
26177,MS.,NICOLE,SIMMONS,10/07/1980,M,F,nicole64@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N,(555) 903-7607,"9704 Park Avenue, Los Angeles, IL 58908"
26178,MS.,PAIGE,PRICE,05/02/1980,M,F,paige0@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(555) 677-9396,"139 Main Street, New York, NY 78669"
26179,MRS.,RUTH,RODRIGUEZ,06/10/1946,S,F,ruth23@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,N,(555) 193-9395,"7110 Park Avenue, Chicago, CA 98644"
26180,MR.,JONATHAN,BUTLER,02/02/1978,S,M,jonathan14@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,(555) 418-1271,"8374 Elm Street, Los Angeles, IL 64950"
26181,MR.,LUCAS,ROSS,2/16/1978,M,M,lucas53@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(789) 935-9882,"6631 Park Avenue, Los Angeles, NY 28940"
26182,MRS.,BRITTNEY,LIANG,04/10/1938,S,F,brittney15@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,(555) 772-3757,"6765 Elm Street, Chicago, NY 40772"
26183,MR.,ALLEN,ARTHUR,02/04/1977,S,M,allen6@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,(555) 189-5821,"1127 Main Street, Los Angeles, CA 41147"
26184,,LOUIS,LAL,03/02/1977,S,,louis26@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N,(555) 788-4211,"4442 Main Street, Los Angeles, NY 15040"
26185,MS.,KAYLEE,GREEN,1/21/1977,S,F,kaylee37@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(123) 346-3188,"702 Elm Street, New York, CA 12680"
26186,MRS.,JOANNA,GILL,10/26/1939,S,F,joanna12@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N,(123) 132-5050,"5324 Main Street, Los Angeles, CA 19596"
26187,MR.,HECTOR,GILL,5/22/1940,S,M,hector11@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(123) 993-3292,"9828 Park Avenue, Los Angeles, NY 35519"
26188,MR.,GEOFFREY,SARA,10/08/1940,M,M,geoffrey8@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(789) 763-6157,"5497 Park Avenue, Chicago, IL 49798"
26189,MR.,PEDRO,SERRANO,04/02/1940,M,M,pedro37@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,(555) 431-7328,"1149 Main Street, Los Angeles, IL 21880"
26190,MR.,ARTHUR,SURI,8/15/1941,S,M,arthur2@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,(789) 959-4669,"9038 Elm Street, New York, IL 86253"
26191,MR.,JON,WANG,03/11/1943,M,M,jon20@adventure-works.com,"$40,000 ",2,Bachelors,Management,N,(789) 754-2694,"1284 Elm Street, Chicago, CA 86199"
26192,MR.,NOAH,HILL,07/12/1943,M,M,noah39@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(123) 853-1382,"7107 Park Avenue, Chicago, CA 22408"
26193,MR.,LUIS,EDWARDS,02/01/1976,S,M,luis34@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(555) 683-9080,"6199 Elm Street, New York, NY 73929"
26194,MR.,MIGUEL,BROWN,12/11/1976,S,M,miguel3@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(123) 884-4408,"5588 Elm Street, New York, NY 86719"
26195,MS.,ALYSSA,RIVERA,3/19/1976,S,F,alyssa34@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(123) 736-8373,"4827 Park Avenue, Los Angeles, CA 56544"
26196,MR.,GAVIN,GRIFFIN,5/21/1975,S,M,gavin19@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(123) 362-4599,"4491 Main Street, Los Angeles, IL 74020"
26197,MR.,MARCUS,LOPEZ,03/03/1975,S,M,marcus31@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(123) 108-2415,"7727 Main Street, Chicago, IL 47251"
26198,MS.,ALYSSA,TAYLOR,4/21/1974,S,F,alyssa8@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N,(555) 853-9789,"9569 Elm Street, Los Angeles, CA 73368"
26199,MR.,MATTHEW,WHITE,10/06/1974,S,M,matthew18@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N,(123) 676-5276,"1104 Park Avenue, Los Angeles, CA 94845"
26200,,IAN,BAKER,08/01/1972,S,,ian31@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,Y,(789) 444-5617,"8118 Park Avenue, New York, IL 68621"
26201,MR.,DALTON,WATSON,10/22/1968,S,M,dalton70@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y,(789) 417-6764,"2082 Park Avenue, New York, CA 95264"
26202,MS.,HALEY,SIMMONS,8/14/1968,M,F,haley34@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,(789) 189-7896,"9145 Elm Street, Chicago, CA 57989"
